region,Date,source,vegetation_index_mean,vegetation_index_max,vegetation_index_min,vegetation_index_std,vegetation_index_variance
NSW,05-02-18,Jan_16,0.333725488,0.989774536,-0.199999988,0.197754151,0.039108843
NSW,06-02-18,Jan_16,0.333709704,0.989777644,-0.199999988,0.197770584,0.039115425
NSW,07-02-18,Jan_16,0.33369392,0.989780751,-0.199999988,0.197787018,0.039122007
NSW,08-02-18,Jan_16,0.333678136,0.989783859,-0.199999988,0.197803451,0.03912859
NSW,09-02-18,Jan_16,0.333662353,0.989786966,-0.199999988,0.197819885,0.039135172
NSW,10-02-18,Jan_16,0.333646569,0.989790073,-0.199999988,0.197836318,0.039141754
NSW,11-02-18,Jan_16,0.333630785,0.989793181,-0.199999988,0.197852752,0.039148336
NSW,12-02-18,Jan_16,0.333615001,0.989796288,-0.199999988,0.197869185,0.039154918
NSW,13-02-18,Jan_16,0.333599218,0.989799395,-0.199999988,0.197885618,0.039161501
NSW,14-02-18,Jan_16,0.333583434,0.989802503,-0.199999988,0.197902052,0.039168083
NSW,15-02-18,Jan_16,0.33356765,0.98980561,-0.199999988,0.197918485,0.039174665
NSW,16-02-18,Jan_16,0.333551866,0.989808717,-0.199999988,0.197934919,0.039181247
NSW,17-02-18,Jan_16,0.333536082,0.989811825,-0.199999988,0.197951352,0.039187829
NSW,18-02-18,Jan_16,0.333520299,0.989814932,-0.199999988,0.197967786,0.039194412
NSW,19-02-18,Jan_16,0.333504515,0.989818039,-0.199999988,0.197984219,0.039200994
NSW,20-02-18,Jan_16,0.333488731,0.989821147,-0.199999988,0.198000653,0.039207576
NSW,21-02-18,Jan_16,0.333472947,0.989824254,-0.199999988,0.198017086,0.039214158
NSW,22-02-18,Jan_16,0.333457163,0.989827361,-0.199999988,0.19803352,0.03922074
NSW,23-02-18,Jan_16,0.33344138,0.989830469,-0.199999988,0.198049953,0.039227323
NSW,24-02-18,Jan_16,0.333425596,0.989833576,-0.199999988,0.198066386,0.039233905
NSW,25-02-18,Jan_16,0.333409812,0.989836684,-0.199999988,0.19808282,0.039240487
NSW,26-02-18,Jan_16,0.333394028,0.989839791,-0.199999988,0.198099253,0.039247069
NSW,27-02-18,Jan_16,0.333378244,0.989842898,-0.199999988,0.198115687,0.039253651
NSW,28-02-18,Jan_16,0.333362461,0.989846006,-0.199999988,0.19813212,0.039260234
NSW,01-03-18,Jan_16,0.333346677,0.989849113,-0.199999988,0.198148554,0.039266816
NSW,02-03-18,Jan_16,0.333330893,0.98985222,-0.199999988,0.198164987,0.039273398
NSW,03-03-18,Jan_16,0.333315109,0.989855328,-0.199999988,0.198181421,0.03927998
NSW,04-03-18,Jan_16,0.333299325,0.989858435,-0.199999988,0.198197854,0.039286563
NSW,05-03-18,Jan_16,0.333283542,0.989861542,-0.199999988,0.198214288,0.039293145
NSW,06-03-18,Jan_16,0.333267758,0.98986465,-0.199999988,0.198230721,0.039299727
NSW,07-03-18,Jan_16,0.333251974,0.989867757,-0.199999988,0.198247154,0.039306309
NSW,08-03-18,Jan_16,0.33323619,0.989870864,-0.199999988,0.198263588,0.039312891
NSW,09-03-18,Jan_16,0.333220406,0.989873972,-0.199999988,0.198280021,0.039319474
NSW,10-03-18,Jan_16,0.333204623,0.989877079,-0.199999988,0.198296455,0.039326056
NSW,11-03-18,Jan_16,0.333188839,0.989880186,-0.199999988,0.198312888,0.039332638
NSW,12-03-18,Jan_16,0.333173055,0.989883294,-0.199999988,0.198329322,0.03933922
NSW,13-03-18,Jan_16,0.333157271,0.989886401,-0.199999988,0.198345755,0.039345802
NSW,14-03-18,Jan_16,0.333141487,0.989889509,-0.199999988,0.198362189,0.039352385
NSW,15-03-18,Jan_16,0.333125704,0.989892616,-0.199999988,0.198378622,0.039358967
NSW,16-03-18,Jan_16,0.33310992,0.989895723,-0.199999988,0.198395055,0.039365549
NSW,17-03-18,Jan_16,0.333094136,0.989898831,-0.199999988,0.198411489,0.039372131
NSW,18-03-18,Jan_16,0.333078352,0.989901938,-0.199999988,0.198427922,0.039378713
NSW,19-03-18,Jan_16,0.333062568,0.989905045,-0.199999988,0.198444356,0.039385296
NSW,20-03-18,Jan_16,0.333046785,0.989908153,-0.199999988,0.198460789,0.039391878
NSW,21-03-18,Jan_16,0.333031001,0.98991126,-0.199999988,0.198477223,0.03939846
NSW,22-03-18,Jan_16,0.333015217,0.989914367,-0.199999988,0.198493656,0.039405042
NSW,23-03-18,Jan_16,0.332999433,0.989917475,-0.199999988,0.19851009,0.039411624
NSW,24-03-18,Jan_16,0.332983649,0.989920582,-0.199999988,0.198526523,0.039418207
NSW,25-03-18,Jan_16,0.332967866,0.989923689,-0.199999988,0.198542957,0.039424789
NSW,26-03-18,Jan_16,0.332952082,0.989926797,-0.199999988,0.19855939,0.039431371
NSW,27-03-18,Jan_16,0.332936298,0.989929904,-0.199999988,0.198575823,0.039437953
NSW,28-03-18,Jan_16,0.332920514,0.989933011,-0.199999988,0.198592257,0.039444535
NSW,29-03-18,Jan_16,0.33290473,0.989936119,-0.199999988,0.19860869,0.039451118
NSW,30-03-18,Jan_16,0.332888947,0.989939226,-0.199999988,0.198625124,0.0394577
NSW,31-03-18,Jan_16,0.332873163,0.989942334,-0.199999988,0.198641557,0.039464282
NSW,01-04-18,Jan_16,0.332857379,0.989945441,-0.199999988,0.198657991,0.039470864
NSW,02-04-18,Jan_16,0.332841595,0.989948548,-0.199999988,0.198674424,0.039477446
NSW,03-04-18,Jan_16,0.332825811,0.989951656,-0.199999988,0.198690858,0.039484029
NSW,04-04-18,Jan_16,0.332810028,0.989954763,-0.199999988,0.198707291,0.039490611
NSW,05-04-18,Jan_16,0.332794244,0.98995787,-0.199999988,0.198723725,0.039497193
NSW,06-04-18,Jan_16,0.33277846,0.989960978,-0.199999988,0.198740158,0.039503775
NSW,07-04-18,Jan_16,0.332762676,0.989964085,-0.199999988,0.198756591,0.039510358
NSW,08-04-18,Jan_16,0.332746892,0.989967192,-0.199999988,0.198773025,0.03951694
NSW,09-04-18,Jan_16,0.332731109,0.9899703,-0.199999988,0.198789458,0.039523522
NSW,10-04-18,Jan_16,0.332715325,0.989973407,-0.199999988,0.198805892,0.039530104
NSW,11-04-18,Jan_16,0.332699541,0.989976514,-0.199999988,0.198822325,0.039536686
NSW,12-04-18,Jan_16,0.332683757,0.989979622,-0.199999988,0.198838759,0.039543269
NSW,13-04-18,Jan_16,0.332667974,0.989982729,-0.199999988,0.198855192,0.039549851
NSW,14-04-18,Jan_16,0.33265219,0.989985836,-0.199999988,0.198871626,0.039556433
NSW,15-04-18,Jan_16,0.332636406,0.989988944,-0.199999988,0.198888059,0.039563015
NSW,16-04-18,Jan_16,0.332620622,0.989992051,-0.199999988,0.198904492,0.039569597
NSW,17-04-18,Jan_16,0.332604838,0.989995159,-0.199999988,0.198920926,0.03957618
NSW,18-04-18,Jan_16,0.332589055,0.989998266,-0.199999988,0.198937359,0.039582762
NSW,19-04-18,Jan_16,0.332573271,0.990001373,-0.199999988,0.198953793,0.039589344
NSW,20-04-18,Jan_16,0.332557487,0.990004481,-0.199999988,0.198970226,0.039595926
NSW,21-04-18,Jan_16,0.332541703,0.990007588,-0.199999988,0.19898666,0.039602508
NSW,22-04-18,Jan_16,0.332525919,0.990010695,-0.199999988,0.199003093,0.039609091
NSW,23-04-18,Jan_16,0.332510136,0.990013803,-0.199999988,0.199019527,0.039615673
NSW,24-04-18,Jan_16,0.332494352,0.99001691,-0.199999988,0.19903596,0.039622255
NSW,25-04-18,Jan_16,0.332478568,0.990020017,-0.199999988,0.199052394,0.039628837
NSW,26-04-18,Jan_16,0.332462784,0.990023125,-0.199999988,0.199068827,0.039635419
NSW,27-04-18,Jan_16,0.332447,0.990026232,-0.199999988,0.19908526,0.039642002
NSW,28-04-18,Jan_16,0.332431217,0.990029339,-0.199999988,0.199101694,0.039648584
NSW,29-04-18,Jan_16,0.332415433,0.990032447,-0.199999988,0.199118127,0.039655166
NSW,30-04-18,Jan_16,0.332399649,0.990035554,-0.199999988,0.199134561,0.039661748
NSW,01-05-18,Jan_16,0.332383865,0.990038661,-0.199999988,0.199150994,0.03966833
NSW,02-05-18,Jan_16,0.332368081,0.990041769,-0.199999988,0.199167428,0.039674913
NSW,03-05-18,Jan_16,0.332352298,0.990044876,-0.199999988,0.199183861,0.039681495
NSW,04-05-18,Jan_16,0.332336514,0.990047984,-0.199999988,0.199200295,0.039688077
NSW,05-05-18,Jan_16,0.33232073,0.990051091,-0.199999988,0.199216728,0.039694659
NSW,06-05-18,Jan_16,0.332304946,0.990054198,-0.199999988,0.199233162,0.039701242
NSW,07-05-18,Jan_16,0.332289162,0.990057306,-0.199999988,0.199249595,0.039707824
NSW,08-05-18,Jan_16,0.332273379,0.990060413,-0.199999988,0.199266028,0.039714406
NSW,09-05-18,Jan_16,0.332257595,0.99006352,-0.199999988,0.199282462,0.039720988
NSW,10-05-18,Jan_16,0.332241811,0.990066628,-0.199999988,0.199298895,0.03972757
NSW,11-05-18,Jan_16,0.332226027,0.990069735,-0.199999988,0.199315329,0.039734153
NSW,12-05-18,Jan_16,0.332210243,0.990072842,-0.199999988,0.199331762,0.039740735
NSW,13-05-18,Jan_16,0.33219446,0.99007595,-0.199999988,0.199348196,0.039747317
NSW,14-05-18,Jan_16,0.332178676,0.990079057,-0.199999988,0.199364629,0.039753899
NSW,15-05-18,Jan_16,0.332162892,0.990082164,-0.199999988,0.199381063,0.039760481
NSW,16-05-18,Jan_16,0.332147108,0.990085272,-0.199999988,0.199397496,0.039767064
NSW,17-05-18,Jan_16,0.332131324,0.990088379,-0.199999988,0.199413929,0.039773646
NSW,18-05-18,Jan_16,0.332115541,0.990091486,-0.199999988,0.199430363,0.039780228
NSW,19-05-18,Jan_16,0.332099757,0.990094594,-0.199999988,0.199446796,0.03978681
NSW,20-05-18,Jan_16,0.332083973,0.990097701,-0.199999988,0.19946323,0.039793392
NSW,21-05-18,Jan_16,0.332068189,0.990100809,-0.199999988,0.199479663,0.039799975
NSW,22-05-18,Jan_16,0.332052405,0.990103916,-0.199999988,0.199496097,0.039806557
NSW,23-05-18,Jan_16,0.332036622,0.990107023,-0.199999988,0.19951253,0.039813139
NSW,24-05-18,Jan_16,0.332020838,0.990110131,-0.199999988,0.199528964,0.039819721
NSW,25-05-18,Jan_16,0.332005054,0.990113238,-0.199999988,0.199545397,0.039826303
NSW,26-05-18,Jan_16,0.33198927,0.990116345,-0.199999988,0.199561831,0.039832886
NSW,27-05-18,Jan_16,0.331973486,0.990119453,-0.199999988,0.199578264,0.039839468
NSW,28-05-18,Jan_16,0.331957703,0.99012256,-0.199999988,0.199594697,0.03984605
NSW,29-05-18,Jan_16,0.331941919,0.990125667,-0.199999988,0.199611131,0.039852632
NSW,30-05-18,Jan_16,0.331926135,0.990128775,-0.199999988,0.199627564,0.039859214
NSW,31-05-18,Jan_16,0.331910351,0.990131882,-0.199999988,0.199643998,0.039865797
NSW,01-06-18,Jan_16,0.331894567,0.990134989,-0.199999988,0.199660431,0.039872379
NSW,02-06-18,Jan_16,0.331878784,0.990138097,-0.199999988,0.199676865,0.039878961
NSW,03-06-18,Jan_16,0.331863,0.990141204,-0.199999988,0.199693298,0.039885543
NSW,04-06-18,Jan_16,0.331847216,0.990144311,-0.199999988,0.199709732,0.039892125
NSW,05-06-18,Jan_16,0.331831432,0.990147419,-0.199999988,0.199726165,0.039898708
NSW,06-06-18,Jan_16,0.331815648,0.990150526,-0.199999988,0.199742599,0.03990529
NSW,07-06-18,Jan_16,0.331799865,0.990153634,-0.199999988,0.199759032,0.039911872
NSW,08-06-18,Jan_16,0.331784081,0.990156741,-0.199999988,0.199775465,0.039918454
NSW,09-06-18,Jan_16,0.331768297,0.990159848,-0.199999988,0.199791899,0.039925037
NSW,10-06-18,Jan_16,0.331752513,0.990162956,-0.199999988,0.199808332,0.039931619
NSW,11-06-18,Jan_16,0.33173673,0.990166063,-0.199999988,0.199824766,0.039938201
NSW,12-06-18,Jan_16,0.331720946,0.99016917,-0.199999988,0.199841199,0.039944783
NSW,13-06-18,Jan_16,0.331705162,0.990172278,-0.199999988,0.199857633,0.039951365
NSW,14-06-18,Jan_16,0.331689378,0.990175385,-0.199999988,0.199874066,0.039957948
NSW,15-06-18,Jan_16,0.331673594,0.990178492,-0.199999988,0.1998905,0.03996453
NSW,16-06-18,Jan_16,0.331657811,0.9901816,-0.199999988,0.199906933,0.039971112
NSW,17-06-18,Jan_16,0.331642027,0.990184707,-0.199999988,0.199923367,0.039977694
NSW,18-06-18,Jan_16,0.331626243,0.990187814,-0.199999988,0.1999398,0.039984276
NSW,19-06-18,Jan_16,0.331610459,0.990190922,-0.199999988,0.199956233,0.039990859
NSW,20-06-18,Jan_16,0.331594675,0.990194029,-0.199999988,0.199972667,0.039997441
NSW,21-06-18,Jan_16,0.331578892,0.990197136,-0.199999988,0.1999891,0.040004023
NSW,22-06-18,Jan_16,0.331563108,0.990200244,-0.199999988,0.200005534,0.040010605
NSW,23-06-18,Jan_16,0.331547324,0.990203351,-0.199999988,0.200021967,0.040017187
NSW,24-06-18,Jan_16,0.33153154,0.990206459,-0.199999988,0.200038401,0.04002377
NSW,25-06-18,Jan_16,0.331515756,0.990209566,-0.199999988,0.200054834,0.040030352
NSW,26-06-18,Jan_16,0.331499973,0.990212673,-0.199999988,0.200071268,0.040036934
NSW,27-06-18,Jan_16,0.331484189,0.990215781,-0.199999988,0.200087701,0.040043516
NSW,28-06-18,Jan_16,0.331468405,0.990218888,-0.199999988,0.200104134,0.040050098
NSW,29-06-18,Jan_16,0.331452621,0.990221995,-0.199999988,0.200120568,0.040056681
NSW,30-06-18,Jan_16,0.331436837,0.990225103,-0.199999988,0.200137001,0.040063263
NSW,01-07-18,Jan_16,0.331421054,0.99022821,-0.199999988,0.200153435,0.040069845
NSW,02-07-18,Jan_16,0.33140527,0.990231317,-0.199999988,0.200169868,0.040076427
NSW,03-07-18,Jan_16,0.331389486,0.990234425,-0.199999988,0.200186302,0.040083009
NSW,04-07-18,Jan_16,0.331373702,0.990237532,-0.199999988,0.200202735,0.040089592
NSW,05-07-18,Jan_16,0.331357918,0.990240639,-0.199999988,0.200219169,0.040096174
NSW,06-07-18,Jan_16,0.331342135,0.990243747,-0.199999988,0.200235602,0.040102756
NSW,07-07-18,Jan_16,0.331326351,0.990246854,-0.199999988,0.200252036,0.040109338
NSW,08-07-18,Jan_16,0.331310567,0.990249962,-0.199999988,0.200268469,0.040115921
NSW,09-07-18,Jan_16,0.331294783,0.990253069,-0.199999988,0.200284902,0.040122503
NSW,10-07-18,Jan_16,0.331278999,0.990256176,-0.199999988,0.200301336,0.040129085
NSW,11-07-18,Jan_16,0.331263216,0.990259284,-0.199999988,0.200317769,0.040135667
NSW,12-07-18,Jan_16,0.331247432,0.990262391,-0.199999988,0.200334203,0.040142249
NSW,13-07-18,Jan_16,0.331231648,0.990265498,-0.199999988,0.200350636,0.040148832
NSW,14-07-18,Jan_16,0.331215864,0.990268606,-0.199999988,0.20036707,0.040155414
NSW,15-07-18,Jan_16,0.33120008,0.990271713,-0.199999988,0.200383503,0.040161996
NSW,16-07-18,Jan_16,0.331184297,0.99027482,-0.199999988,0.200399937,0.040168578
NSW,17-07-18,Jan_16,0.331168513,0.990277928,-0.199999988,0.20041637,0.04017516
NSW,18-07-18,Jan_16,0.331152729,0.990281035,-0.199999988,0.200432804,0.040181743
NSW,19-07-18,Jan_16,0.331136945,0.990284142,-0.199999988,0.200449237,0.040188325
NSW,20-07-18,Jan_16,0.331121161,0.99028725,-0.199999988,0.20046567,0.040194907
NSW,21-07-18,Jan_16,0.331105378,0.990290357,-0.199999988,0.200482104,0.040201489
NSW,22-07-18,Jan_16,0.331089594,0.990293464,-0.199999988,0.200498537,0.040208071
NSW,23-07-18,Jan_16,0.33107381,0.990296572,-0.199999988,0.200514971,0.040214654
NSW,24-07-18,Jan_16,0.331058026,0.990299679,-0.199999988,0.200531404,0.040221236
NSW,25-07-18,Jan_16,0.331042242,0.990302787,-0.199999988,0.200547838,0.040227818
NSW,26-07-18,Jan_16,0.331026459,0.990305894,-0.199999988,0.200564271,0.0402344
NSW,27-07-18,Jan_16,0.331010675,0.990309001,-0.199999988,0.200580705,0.040240982
NSW,28-07-18,Jan_16,0.330994891,0.990312109,-0.199999988,0.200597138,0.040247565
NSW,29-07-18,Jan_16,0.330979107,0.990315216,-0.199999988,0.200613571,0.040254147
NSW,30-07-18,Jan_16,0.330963323,0.990318323,-0.199999988,0.200630005,0.040260729
NSW,31-07-18,Jan_16,0.33094754,0.990321431,-0.199999988,0.200646438,0.040267311
NSW,01-08-18,Jan_16,0.330931756,0.990324538,-0.199999988,0.200662872,0.040273893
NSW,02-08-18,Jan_16,0.330915972,0.990327645,-0.199999988,0.200679305,0.040280476
NSW,03-08-18,Jan_16,0.330900188,0.990330753,-0.199999988,0.200695739,0.040287058
NSW,04-08-18,Jan_16,0.330884404,0.99033386,-0.199999988,0.200712172,0.04029364
NSW,05-08-18,Jan_16,0.330868621,0.990336967,-0.199999988,0.200728606,0.040300222
NSW,06-08-18,Jan_16,0.330852837,0.990340075,-0.199999988,0.200745039,0.040306804
NSW,07-08-18,Jan_16,0.330837053,0.990343182,-0.199999988,0.200761473,0.040313387
NSW,08-08-18,Jan_16,0.330821269,0.990346289,-0.199999988,0.200777906,0.040319969
NSW,09-08-18,Jan_16,0.330805486,0.990349397,-0.199999988,0.200794339,0.040326551
NSW,10-08-18,Jan_16,0.330789702,0.990352504,-0.199999988,0.200810773,0.040333133
NSW,11-08-18,Jan_16,0.330773918,0.990355612,-0.199999988,0.200827206,0.040339716
NSW,12-08-18,Jan_16,0.330758134,0.990358719,-0.199999988,0.20084364,0.040346298
NSW,13-08-18,Jan_16,0.33074235,0.990361826,-0.199999988,0.200860073,0.04035288
NSW,14-08-18,Jan_16,0.330726567,0.990364934,-0.199999988,0.200876507,0.040359462
NSW,15-08-18,Jan_16,0.330710783,0.990368041,-0.199999988,0.20089294,0.040366044
NSW,16-08-18,Jan_16,0.330694999,0.990371148,-0.199999988,0.200909374,0.040372627
NSW,17-08-18,Jan_16,0.330679215,0.990374256,-0.199999988,0.200925807,0.040379209
NSW,18-08-18,Jan_16,0.330663431,0.990377363,-0.199999988,0.200942241,0.040385791
NSW,19-08-18,Jan_16,0.330647648,0.99038047,-0.199999988,0.200958674,0.040392373
NSW,20-08-18,Jan_16,0.330631864,0.990383578,-0.199999988,0.200975107,0.040398955
NSW,21-08-18,Jan_16,0.33061608,0.990386685,-0.199999988,0.200991541,0.040405538
NSW,22-08-18,Jan_16,0.330600296,0.990389792,-0.199999988,0.201007974,0.04041212
NSW,23-08-18,Jan_16,0.330584512,0.9903929,-0.199999988,0.201024408,0.040418702
NSW,24-08-18,Jan_16,0.330568729,0.990396007,-0.199999988,0.201040841,0.040425284
NSW,25-08-18,Jan_16,0.330552945,0.990399114,-0.199999988,0.201057275,0.040431866
NSW,26-08-18,Jan_16,0.330537161,0.990402222,-0.199999988,0.201073708,0.040438449
NSW,27-08-18,Jan_16,0.330521377,0.990405329,-0.199999988,0.201090142,0.040445031
NSW,28-08-18,Jan_16,0.330505593,0.990408437,-0.199999988,0.201106575,0.040451613
NSW,29-08-18,Jan_16,0.33048981,0.990411544,-0.199999988,0.201123009,0.040458195
NSW,30-08-18,Jan_16,0.330474026,0.990414651,-0.199999988,0.201139442,0.040464777
NSW,31-08-18,Jan_16,0.330458242,0.990417759,-0.199999988,0.201155875,0.04047136
NSW,01-09-18,Jan_16,0.330442458,0.990420866,-0.199999988,0.201172309,0.040477942
NSW,02-09-18,Jan_16,0.330426674,0.990423973,-0.199999988,0.201188742,0.040484524
NSW,03-09-18,Jan_16,0.330410891,0.990427081,-0.199999988,0.201205176,0.040491106
NSW,04-09-18,Jan_16,0.330395107,0.990430188,-0.199999988,0.201221609,0.040497688
NSW,05-09-18,Jan_16,0.330379323,0.990433295,-0.199999988,0.201238043,0.040504271
NSW,06-09-18,Jan_16,0.330363539,0.990436403,-0.199999988,0.201254476,0.040510853
NSW,07-09-18,Jan_16,0.330347755,0.99043951,-0.199999988,0.20127091,0.040517435
NSW,08-09-18,Jan_16,0.330331972,0.990442617,-0.199999988,0.201287343,0.040524017
NSW,09-09-18,Jan_16,0.330316188,0.990445725,-0.199999988,0.201303776,0.040530599
NSW,10-09-18,Jan_16,0.330300404,0.990448832,-0.199999988,0.20132021,0.040537182
NSW,11-09-18,Jan_16,0.33028462,0.990451939,-0.199999988,0.201336643,0.040543764
NSW,12-09-18,Jan_16,0.330268836,0.990455047,-0.199999988,0.201353077,0.040550346
NSW,13-09-18,Jan_16,0.330253053,0.990458154,-0.199999988,0.20136951,0.040556928
NSW,14-09-18,Jan_16,0.330237269,0.990461262,-0.199999988,0.201385944,0.040563511
NSW,15-09-18,Jan_16,0.330221485,0.990464369,-0.199999988,0.201402377,0.040570093
NSW,16-09-18,Jan_16,0.330205701,0.990467476,-0.199999988,0.201418811,0.040576675
NSW,17-09-18,Jan_16,0.330189917,0.990470584,-0.199999988,0.201435244,0.040583257
NSW,18-09-18,Jan_16,0.330174134,0.990473691,-0.199999988,0.201451678,0.040589839
NSW,19-09-18,Jan_16,0.33015835,0.990476798,-0.199999988,0.201468111,0.040596422
NSW,20-09-18,Jan_16,0.330142566,0.990479906,-0.199999988,0.201484544,0.040603004
NSW,21-09-18,Jan_16,0.330126782,0.990483013,-0.199999988,0.201500978,0.040609586
NSW,22-09-18,Jan_16,0.330110998,0.99048612,-0.199999988,0.201517411,0.040616168
NSW,23-09-18,Jan_16,0.330095215,0.990489228,-0.199999988,0.201533845,0.04062275
NSW,24-09-18,Jan_16,0.330079431,0.990492335,-0.199999988,0.201550278,0.040629333
NSW,25-09-18,Jan_16,0.330063647,0.990495442,-0.199999988,0.201566712,0.040635915
NSW,26-09-18,Jan_16,0.330047863,0.99049855,-0.199999988,0.201583145,0.040642497
NSW,27-09-18,Jan_16,0.330032079,0.990501657,-0.199999988,0.201599579,0.040649079
NSW,28-09-18,Jan_16,0.330016296,0.990504764,-0.199999988,0.201616012,0.040655661
NSW,29-09-18,Jan_16,0.330000512,0.990507872,-0.199999988,0.201632446,0.040662244
NSW,30-09-18,Jan_16,0.329984728,0.990510979,-0.199999988,0.201648879,0.040668826
NSW,01-10-18,Jan_16,0.329968944,0.990514087,-0.199999988,0.201665312,0.040675408
NSW,02-10-18,Jan_16,0.32995316,0.990517194,-0.199999988,0.201681746,0.04068199
NSW,03-10-18,Jan_16,0.329937377,0.990520301,-0.199999988,0.201698179,0.040688572
NSW,04-10-18,Jan_16,0.329921593,0.990523409,-0.199999988,0.201714613,0.040695155
NSW,05-10-18,Jan_16,0.329905809,0.990526516,-0.199999988,0.201731046,0.040701737
NSW,06-10-18,Jan_16,0.329890025,0.990529623,-0.199999988,0.20174748,0.040708319
NSW,07-10-18,Jan_16,0.329874242,0.990532731,-0.199999988,0.201763913,0.040714901
NSW,08-10-18,Jan_16,0.329858458,0.990535838,-0.199999988,0.201780347,0.040721483
NSW,09-10-18,Jan_16,0.329842674,0.990538945,-0.199999988,0.20179678,0.040728066
NSW,10-10-18,Jan_16,0.32982689,0.990542053,-0.199999988,0.201813213,0.040734648
NSW,11-10-18,Jan_16,0.329811106,0.99054516,-0.199999988,0.201829647,0.04074123
NSW,12-10-18,Jan_16,0.329795323,0.990548267,-0.199999988,0.20184608,0.040747812
NSW,13-10-18,Jan_16,0.329779539,0.990551375,-0.199999988,0.201862514,0.040754395
NSW,14-10-18,Jan_16,0.329763755,0.990554482,-0.199999988,0.201878947,0.040760977
NSW,15-10-18,Jan_16,0.329747971,0.990557589,-0.199999988,0.201895381,0.040767559
NSW,16-10-18,Jan_16,0.329732187,0.990560697,-0.199999988,0.201911814,0.040774141
NSW,17-10-18,Jan_16,0.329716404,0.990563804,-0.199999988,0.201928248,0.040780723
NSW,18-10-18,Jan_16,0.32970062,0.990566912,-0.199999988,0.201944681,0.040787306
NSW,19-10-18,Jan_16,0.329684836,0.990570019,-0.199999988,0.201961115,0.040793888
NSW,20-10-18,Jan_16,0.329669052,0.990573126,-0.199999988,0.201977548,0.04080047
NSW,21-10-18,Jan_16,0.329653268,0.990576234,-0.199999988,0.201993981,0.040807052
NSW,22-10-18,Jan_16,0.329637485,0.990579341,-0.199999988,0.202010415,0.040813634
