source,Region,Date,estimated_fire_area,mean_estimated_fire_brightness,mean_estimated_fire_radiative_power,mean_confidence,std_confidence,var_confidence,count,replaced
Jan_16,VI,28/11/2020,0.200639531,0.416644383,168.1,0.178343949,0.837336224,0.830475578,1,"N"
Jan_16,WA,28/11/2020,0.417983324,0.855479301,105.8333333,0.516454352,0.943408774,0.936564951,12,"N"
Jan_16,NT,27/11/2020,0.476506938,0.751547188,68.02857143,0.5,0.856366839,0.837553096,28,"N"
Jan_16,QL,27/11/2020,0.609190437,0.486608731,45.86153846,0.519255267,0.874275244,0.858079786,65,"N"
Jan_16,SA,27/11/2020,0.208176915,0.525562152,83.4,0.401273885,0.3501666,0.225429681,2,"N"
Jan_16,WA,27/11/2020,0.606449399,0.730606452,120.9,0.626277589,0.85343361,0.834182886,43,"N"
Jan_16,NSW,26/11/2020,0,0.24398413,15,0.668789809,0.837336224,0.830475578,1,"N"
Jan_16,NT,26/11/2020,0.521502242,0.709772387,68.97297297,0.49406094,0.866775549,0.8494939,37,"N"
Jan_16,QL,26/11/2020,0.66063195,0.716711932,64.57843137,0.597539653,0.849661928,0.8298459,102,"N"
Jan_16,SA,26/11/2020,0.381640159,0.546277093,50.43333333,0.435951876,0.777516634,0.746114055,9,"N"
Jan_16,TA,26/11/2020,0.142384491,0.492403486,25.525,0.345541401,0.803210575,0.776107562,4,"N"
Jan_16,VI,26/11/2020,0,0.459065895,10.5,0.044585987,0.837336224,0.830475578,1,"N"
Jan_16,WA,26/11/2020,0.608422606,0.580576152,100.1209302,0.63872019,0.911385244,0.900353575,43,"N"
Jan_16,NSW,25/11/2020,0.230875742,0.845866976,330.625,0.568471338,0.970335815,0.966833389,4,"N"
Jan_16,NT,25/11/2020,0.531887257,0.628012859,108.3315789,0.544418371,0.888128704,0.873901411,19,"N"
Jan_16,QL,25/11/2020,0.667620933,0.608541583,46.97037037,0.41723677,0.852356017,0.832944174,81,"N"
Jan_16,SA,25/11/2020,0.306476846,1,105.3,0.850318471,0.888602806,0.874442003,14,"N"
Jan_16,TA,25/11/2020,0.071489907,0.559027518,41.9,0.512738853,0.974001675,0.97094199,2,"N"
Jan_16,VI,25/11/2020,0.015186976,0.793001859,47.1,0.668789809,0.837336224,0.830475578,1,"N"
Jan_16,WA,25/11/2020,0.61342168,0.765032045,122.8313725,0.722992381,0.826482757,0.803106779,51,"N"
Jan_16,NSW,24/11/2020,0.244803571,0.59712167,54.58,0.312101911,0.8783877,0.862781642,5,"N"
Jan_16,NT,24/11/2020,0.569495366,0.804912771,78.38444444,0.550884643,0.859854303,0.841557104,45,"N"
Jan_16,QL,24/11/2020,0.779626762,0.691349331,105.9375,0.573696258,0.878149988,0.862509979,128,"N"
Jan_16,SA,24/11/2020,0.233109579,0.520112952,35.8,0.615286624,0.955720666,0.950424401,5,"N"
Jan_16,WA,24/11/2020,0.593166309,0.794800965,95.73863636,0.656629994,0.852113723,0.832665611,44,"N"
Jan_16,NSW,23/11/2020,0.105431159,0.782125521,42.73333333,0.579617834,0.777772971,0.746414267,3,"N"
Jan_16,NT,23/11/2020,0.358896698,0.621685683,44.7,0.459235669,0.848099127,0.828047733,10,"N"
Jan_16,QL,23/11/2020,0.921564589,0.694836241,76.76070764,0.659158571,0.874563676,0.858409699,537,"N"
Jan_16,SA,23/11/2020,0.112852388,0.855095095,48.13333333,0.401273885,1,1,3,"N"
Jan_16,WA,23/11/2020,0.486712596,0.579825868,46.95,0.492038217,0.848409908,0.828405372,28,"N"
Jan_16,NT,22/11/2020,0.378564491,0.793188144,67.84,0.532802548,0.908902918,0.897536492,20,"N"
Jan_16,QL,22/11/2020,0.822911335,0.681413599,115.1743169,0.581566949,0.873761071,0.857491614,183,"N"
Jan_16,WA,22/11/2020,0.560455256,0.688114188,221.6315789,0.604257459,0.907038415,0.895419567,38,"N"
Jan_16,NT,21/11/2020,0.476017222,0.524732489,36.05,0.569127014,0.933943508,0.925886703,34,"N"
Jan_16,QL,21/11/2020,0.856241459,0.719828766,77.2255814,0.62070434,0.867653867,0.850500188,344,"N"
Jan_16,SA,21/11/2020,0.503772071,1,138.39,0.763906582,0.863532175,0.845776208,30,"N"
Jan_16,TA,21/11/2020,0.211242107,0.322881985,34.33333333,0.133757962,0.724640333,0.683751498,3,"N"
Jan_16,WA,21/11/2020,0.573921804,0.869935619,93.2,0.649441173,0.863650052,0.845911372,53,"N"
Jan_16,NSW,20/11/2020,0.422483268,0.726748684,236.225,0.289808917,0.655248609,0.600552111,4,"N"
Jan_16,NT,20/11/2020,0.411379792,0.681799379,40.468,0.394140127,0.820658525,0.79636439,25,"N"
Jan_16,QL,20/11/2020,0.894779303,0.531924966,57.49866221,0.535031847,0.881986098,0.86689219,299,"N"
Jan_16,SA,20/11/2020,0.372435052,0.683457422,73.78571429,0.299363057,0.886870499,0.872466476,7,"N"
Jan_16,WA,20/11/2020,0.559951963,0.501198113,72.50277778,0.551132342,0.88868908,0.87454037,36,"N"
Jan_16,NT,19/11/2020,0.456058758,0.559577905,43.46206897,0.347463211,0.899950011,0.887363755,29,"N"
Jan_16,QL,19/11/2020,0.860299099,0.730687696,84.52345679,0.70236691,0.858648572,0.840173154,324,"N"
Jan_16,SA,19/11/2020,0.471865989,0.730784865,233.0769231,0.713375796,0.891329713,0.87755024,13,"N"
Jan_16,WA,19/11/2020,0.581624492,0.571108053,173.8722222,0.579617834,0.780197925,0.749253289,18,"N"
Jan_16,NSW,18/11/2020,0.138150678,0.440357414,19.13333333,0.326963906,0.720479622,0.678806803,3,"N"
Jan_16,NT,18/11/2020,0.5928404,0.891357007,163.252,0.668789809,0.908067945,0.896588582,50,"N"
Jan_16,QL,18/11/2020,0.854660437,0.640782531,76.43709199,0.59046665,0.889504982,0.875470547,337,"N"
Jan_16,SA,18/11/2020,0.02962155,0.755631566,40.1,0.445859873,0.837336224,0.830475578,1,"N"
Jan_16,TA,18/11/2020,0.136299479,0.43147569,102.6,0.312101911,0.837336224,0.830475578,1,"N"
Jan_16,WA,18/11/2020,0.61787996,0.652686187,87.12142857,0.576433121,0.858765589,0.840307485,56,"N"
Jan_16,NSW,17/11/2020,0.151078572,0.78088129,37.66666667,0.401273885,0.666964811,0.614709098,3,"N"
Jan_16,NT,17/11/2020,0.651106577,0.641586249,57.02195122,0.489358397,0.87396695,0.857727131,82,"N"
Jan_16,QL,17/11/2020,0.930707366,0.8041394,87.81528662,0.685545053,0.870411021,0.853657739,471,"N"
Jan_16,SA,17/11/2020,0.348706024,0.806957648,1001.25,0.802547771,0,0,2,"N"
Jan_16,TA,17/11/2020,0.061673275,0.401281204,12.75,0.133757962,0.533352231,0.450859361,2,"N"
Jan_16,VI,17/11/2020,0.044516515,0.754694406,109.6,0.936305732,0.837336224,0.830475578,1,"N"
Jan_16,WA,17/11/2020,0.682507821,0.634763726,133.9508475,0.689193566,0.861100566,0.842987169,59,"N"
Jan_16,NSW,16/11/2020,0.332957317,0.611286686,346.325,0.835987261,0.899286935,0.886609552,4,"N"
Jan_16,NT,16/11/2020,0.624698493,0.69785352,107.1065217,0.47493769,0.889286371,0.875221333,46,"N"
Jan_16,QL,16/11/2020,0.967249504,0.687316337,89.19742765,0.640905646,0.882036156,0.866949348,622,"N"
Jan_16,SA,16/11/2020,0.36379564,0.77843098,179.1,0.691082803,0.933694527,0.925605537,8,"N"
Jan_16,VI,16/11/2020,0.488875281,0.8119895,314.1916667,0.687367304,0.904904502,0.892995718,12,"N"
Jan_16,WA,16/11/2020,0.729835695,0.832933138,127.1292453,0.669210431,0.87318562,0.856833263,106,"N"
Jan_16,NSW,15/11/2020,0.236937547,0.402174305,24.48,0.285350318,0.79239157,0.76350215,5,"N"
Jan_16,NT,15/11/2020,0.625955845,0.616001149,73.30877193,0.554587105,0.83829332,0.816749866,57,"N"
Jan_16,QL,15/11/2020,0.866908504,0.655878716,112.889,0.522101911,0.851013094,0.831400023,200,"N"
Jan_16,SA,15/11/2020,0.326147241,0.537303752,57.89166667,0.824840764,0.7968662,0.768719819,12,"N"
Jan_16,WA,15/11/2020,0.528376462,0.557707024,65.86216216,0.592873128,0.874759366,0.858633521,37,"N"
Jan_16,NSW,14/11/2020,0.385789845,1,382.4888889,0.728237792,0.814251738,0.788936423,9,"N"
Jan_16,NT,14/11/2020,0.545599585,0.606408623,91.98333333,0.235314933,0.639196616,0.581084733,18,"N"
Jan_16,QL,14/11/2020,0.770224972,0.711207247,70.29082126,0.572294532,0.889627314,0.875609998,207,"N"
Jan_16,SA,14/11/2020,0.21368788,1,154.68,0.989808917,0.641399368,0.583761005,5,"N"
Jan_16,WA,14/11/2020,0.657914309,0.829696708,141.0763158,0.60132417,0.914218992,0.903567655,76,"N"
Jan_16,NT,13/11/2020,0.482151858,0.703662129,48.96451613,0.501951921,0.858810727,0.8403593,31,"N"
Jan_16,QL,13/11/2020,0.693171271,0.66855116,120.3483516,0.471827535,0.888533696,0.874363204,91,"N"
Jan_16,SA,13/11/2020,0.193989073,0.793001859,76.2,0.312101911,0.3501666,0.225429681,2,"N"
Jan_16,WA,13/11/2020,0.641068841,0.708998471,64.77294118,0.664593481,0.889271384,0.875204248,85,"N"
Jan_16,NT,12/11/2020,0.007421228,0.71237441,38.9,0.624203822,0.837336224,0.830475578,1,"N"
Jan_16,QL,12/11/2020,0.287147937,0.582858399,30.58181818,0.397220614,0.772586504,0.740336187,11,"N"
Jan_16,TA,12/11/2020,0.091086033,0.378911616,27.55,0.289808917,0.600689514,0.534058749,2,"N"
Jan_16,VI,12/11/2020,0.158767827,0.573521328,71.5,0.535031847,0.658250823,0.604183974,2,"N"
Jan_16,WA,12/11/2020,0.70446662,0.772536861,266.1402597,0.821077012,0.824122691,0.800375824,77,"N"
Jan_16,NSW,11/11/2020,0.386590399,0.666700002,248.8888889,0.658881812,0.93753766,0.929943858,9,"N"
Jan_16,NT,11/11/2020,0.603652449,0.747094934,75.5362069,0.56501208,0.854377893,0.835268097,58,"N"
Jan_16,QL,11/11/2020,0.764170287,0.588581328,77.43082192,0.531061862,0.8958768,0.882729039,146,"N"
Jan_16,SA,11/11/2020,0.48396724,0.785359347,104.9933333,0.552866242,0.871286757,0.854660234,15,"N"
Jan_16,WA,11/11/2020,0.635534086,0.684589708,84.86393443,0.59789078,0.860434646,0.842223089,61,"N"
Jan_16,NSW,10/11/2020,0.10918703,0.565312344,49.83333333,0.87685775,0.850500186,0.83081013,3,"N"
Jan_16,NT,10/11/2020,0.522298252,0.61485756,36.06052632,0.513912169,0.857364309,0.838698637,38,"N"
Jan_16,QL,10/11/2020,0.655677376,0.704579381,59.28061224,0.528207461,0.844779078,0.824225458,98,"N"
Jan_16,WA,10/11/2020,0.393291992,0.716536269,33.55882353,0.340951667,0.83647793,0.814655334,17,"N"
Jan_16,NSW,09/11/2020,0.135521446,0.476737614,34.2,0.156050955,0.452225111,0.349805679,2,"N"
Jan_16,NT,09/11/2020,0.367513329,0.530423452,82.06,0.231847134,0.590485332,0.521523864,5,"N"
Jan_16,QL,09/11/2020,0.545292424,0.588116015,45.534,0.471719745,0.849981693,0.830213741,50,"N"
Jan_16,VI,09/11/2020,0.065676269,0.352961037,43.6,0.267515924,0.837336224,0.830475578,1,"N"
Jan_16,WA,09/11/2020,0.386045024,0.844019696,96.16363636,0.49044586,0.989339879,0.988102089,11,"N"
Jan_16,NT,08/11/2020,0.563694594,0.729219574,48.61805556,0.497876858,0.874882466,0.858774311,72,"N"
Jan_16,QL,08/11/2020,0.499100208,0.338470599,66.07647059,0.338328962,0.82484599,0.801212958,17,"N"
Jan_16,WA,08/11/2020,0.157152537,0.636654394,30.35,0.334394904,0.774673035,0.742782403,4,"N"
Jan_16,NT,07/11/2020,0.542758252,0.606368624,69.13125,0.438893312,0.781486136,0.750760741,32,"R"
Jan_16,QL,07/11/2020,0.315444163,0.405565109,32.08181818,0.458019687,0.902538424,0.890306858,11,"R"
Jan_16,WA,07/11/2020,0.406410102,0.504614868,42.65833333,0.200636943,0.749745622,0.713470076,12,"R"
Jan_16,NSW,06/11/2020,0.12767842,0.197661701,26.5,0.802547771,0.966597684,0.962640838,3,"R"
Jan_16,NT,06/11/2020,0.508779794,0.543469272,71.184375,0.480692675,0.815130515,0.789955967,32,"R"
Jan_16,QL,06/11/2020,0.228777709,0.387620527,36.25,0.133757962,0.54516035,0.465522379,4,"R"
Jan_16,SA,06/11/2020,0.091086033,0.210810318,23.8,0.089171975,0.3501666,0.225429681,2,"R"
Jan_16,WA,06/11/2020,0.497283301,0.626329971,54.03225806,0.402712143,0.773255709,0.741120897,31,"R"
Jan_16,NSW,05/11/2020,0.264773649,0.355061096,30.39,0.365605096,0.807336014,0.780905112,10,"R"
Jan_16,NT,05/11/2020,0.614788625,0.531076171,50.89552239,0.363342523,0.824345835,0.800634103,67,"R"
Jan_16,QL,05/11/2020,0.588498407,0.652814498,47.19411765,0.491494942,0.867887574,0.850767911,85,"R"
Jan_16,WA,05/11/2020,0.566816544,0.656243336,95.31212121,0.455317506,0.86889807,0.851925322,33,"R"
Jan_16,NSW,04/11/2020,0.265399295,0.175913697,44.025,0.713375796,0.838725855,0.817248774,4,"R"
Jan_16,NT,04/11/2020,0,0.238892047,10.5,0.312101911,0.837336224,0.830475578,1,"R"
Jan_16,QL,04/11/2020,0.200639531,0.466729847,22.42,0.169426752,0.695948186,0.649539457,5,"R"
Jan_16,TA,04/11/2020,0,0.122677314,16.7,0.535031847,0.837336224,0.830475578,1,"R"
Jan_16,WA,04/11/2020,0.398321113,0.76920443,75.55714286,0.614649682,0.865227655,0.847719986,14,"R"
Jan_16,NSW,03/11/2020,0.02962155,0.380903307,40.2,0.267515924,0.837336224,0.830475578,1,"R"
Jan_16,QL,03/11/2020,0.218192982,0.430981886,74.65,0.133757962,0,0,2,"R"
Jan_16,SA,03/11/2020,0.091086033,0.844019696,75.5,0.780254777,0.922379807,0.912813042,2,"R"
Jan_16,TA,03/11/2020,0.36450125,0.694471141,114.7666667,0.785208776,0.951425931,0.945593668,18,"R"
Jan_16,VI,03/11/2020,0.329314297,0.750069003,94.26,0.650955414,0.860650318,0.842470565,15,"R"
Jan_16,WA,03/11/2020,0.365559296,0.750006474,32.91666667,0.453290871,0.882210662,0.867148604,18,"R"
Jan_16,NSW,02/11/2020,0.022575427,0.607688488,23.6,0.312101911,0.837336224,0.830475578,1,"R"
Jan_16,NT,02/11/2020,0.105431159,0.986473997,79.13333333,0.832271762,0.924138422,0.91480331,3,"R"
Jan_16,QL,02/11/2020,0.401924264,0.432927825,35.91176471,0.448482578,0.889908307,0.875930299,17,"R"
Jan_16,WA,02/11/2020,0.126689651,0.302747618,20,0.445859873,0.893814226,0.880380559,2,"R"
Jan_16,NSW,01/11/2020,0.810646865,0.789149755,101.9129199,0.792294146,0.831753616,0.80920029,387,"R"
Jan_16,QL,01/11/2020,0.638756134,0.752795926,75.87468354,0.64057083,0.865382847,0.847897867,79,"R"
Jan_16,SA,01/11/2020,0.287492977,0.451359611,65.25,0.750530785,0.934822628,0.926879346,6,"R"
Jan_16,TA,01/11/2020,0.105431159,0.691578652,67.63333333,0.921443737,0.598612499,0.531509711,3,"R"
Jan_16,VI,01/11/2020,0.671317147,0.625985371,61.27320261,0.662961575,0.87872918,0.863171867,153,"R"
Jan_16,WA,01/11/2020,0.49908687,1,147.2733333,0.762915782,0.915731865,0.905282787,45,"R"
Jan_16,NSW,31/10/2020,0.359642031,0.495140934,88.46,0.276433121,0.796184829,0.767925686,5,"N"
Jan_16,NT,31/10/2020,0.618383398,0.72683921,218.4730769,0.588192063,0.888206396,0.873990003,26,"N"
Jan_16,QL,31/10/2020,0.761445425,0.625269037,61.61304348,0.652850857,0.899496815,0.886848288,207,"N"
