Source,Region,Date,Vegetation_index_mean,Vegetation_index_max,Vegetation_index_min,Vegetation_index_std,Vegetation_index_variance
Jan_09,NSW,01-01-16,0.373279527,1.076799989,-0.272199988,0.215851789,0.046591995
Jan_09,NSW,02-01-16,0.375248794,1.021199942,-0.249799997,0.20333384,0.041344651
Jan_09,NSW,03-01-16,0.360778274,1.041299939,-0.27759999,0.204285389,0.04173252
Jan_09,NSW,04-01-16,0.366625917,1.063499928,-0.2333,0.205660882,0.042296398
Jan_09,NSW,05-01-16,0.44519977,1.030200005,-0.287299991,0.189624129,0.03595731
Jan_09,NSW,06-01-16,0.522837889,0.988499999,-0.299999982,0.192909512,0.03721408
Jan_09,NSW,07-01-16,0.572152972,0.975349963,-0.299999982,0.193900716,0.037597488
Jan_09,NSW,08-01-16,0.581668246,0.979099989,-0.199999988,0.193344119,0.037381948
Jan_09,NSW,09-01-16,0.563442713,0.979799986,-0.199999988,0.194179323,0.037705609
Jan_09,NSW,10-01-16,0.484455339,0.980599999,-0.199999988,0.191327056,0.036606042
Jan_09,NSW,11-01-16,0.403118408,0.995999992,-0.199999988,0.184436451,0.034016804
Jan_09,NSW,12-01-16,0.379145951,0.936733305,-0.199999988,0.180115193,0.032441483
Jan_09,NSW,01-01-17,0.387131369,0.998299956,-0.199999988,0.190050967,0.03611937
Jan_09,NSW,02-01-17,0.377896575,0.958700001,-0.199999988,0.193293779,0.037362485
Jan_09,NSW,03-01-17,0.412662336,0.987599969,-0.199999988,0.206331635,0.042572744
Jan_09,NSW,04-01-17,0.456487737,0.987999976,-0.199999988,0.219795094,0.048309883
Jan_09,NSW,05-01-17,0.485783179,0.997699976,-0.199999988,0.212069159,0.044973328
Jan_09,NSW,06-01-17,0.486896357,0.996199965,-0.199999988,0.207031077,0.042861867
Jan_09,NSW,07-01-17,0.470713753,0.981599987,-0.199999988,0.205894981,0.042392743
Jan_09,NSW,08-01-17,0.445012965,0.988399982,-0.199999988,0.206217261,0.042525559
Jan_09,NSW,09-01-17,0.412278336,0.981399953,-0.199999988,0.195636336,0.038273576
Jan_09,NSW,10-01-17,0.389205,0.971199989,-0.199999988,0.197412006,0.0389715
Jan_09,NSW,11-01-17,0.361397932,0.99059999,-0.199999988,0.191448981,0.036652712
Jan_09,NSW,12-01-17,0.377094588,0.98969996,-0.199999988,0.19467055,0.037896623
Jan_09,NSW,01-01-18,0.365902957,0.995799959,-0.199999988,0.195630296,0.038271213
Jan_09,NSW,02-01-18,0.360724495,0.984599948,-0.199999988,0.197956331,0.039186709
Jan_09,NSW,03-01-18,0.375255939,0.974599957,-0.199999988,0.207958143,0.043246589
Jan_09,NSW,04-01-18,0.377366173,0.974999964,-0.199999988,0.210328148,0.04423793
Jan_09,NSW,05-01-18,0.379137624,0.981399953,-0.199999988,0.208621069,0.043522751
Jan_09,NSW,06-01-18,0.400967249,0.989199996,-0.199999988,0.210367814,0.044254617
Jan_09,NSW,07-01-18,0.39284065,0.979499996,-0.199999988,0.206466968,0.042628609
Jan_09,NSW,08-01-18,0.379641566,0.993399978,-0.199999988,0.206470601,0.042630109
Jan_09,NSW,09-01-18,0.363466077,0.979499996,-0.199999988,0.200476529,0.040190839
Jan_09,NSW,10-01-18,0.355398248,0.992899954,-0.199999988,0.198053177,0.039225061
Jan_09,NSW,11-01-18,0.347293352,0.994799972,-0.199999988,0.201826475,0.040733926
Jan_09,NSW,12-01-18,0.334104299,0.98969996,-0.199999988,0.197359748,0.03895087
Jan_09,NSW,01-01-19,0.328516835,0.990799963,-0.199999988,0.20317719,0.041280971
Jan_09,NSW,02-01-19,0.321631832,0.998099983,-0.199999988,0.191444615,0.036651041
Jan_09,NSW,03-01-19,0.341943143,0.990099967,-0.199999988,0.206687364,0.042719666
Jan_09,NSW,04-01-19,0.384006218,0.984099984,-0.199999988,0.217006339,0.047091751
Jan_09,NSW,05-01-19,0.428099539,0.987899959,-0.199999988,0.211237507,0.044621284
Jan_09,NSW,06-01-19,0.44540058,0.995399952,-0.199999988,0.213974001,0.045784873
Jan_09,NSW,07-01-19,0.44513595,0.992999971,-0.199999988,0.219535802,0.048195968
Jan_09,NSW,08-01-19,0.41238604,0.992799997,-0.199999988,0.216266013,0.046770989
Jan_09,NSW,09-01-19,0.356929642,0.986399949,-0.199999988,0.195758742,0.038321485
Jan_09,NSW,10-01-19,0.307580265,0.976999998,-0.199999988,0.170899132,0.029206513
Jan_09,NSW,11-01-19,0.287437215,0.978899956,-0.199999988,0.157639002,0.024850055
Jan_09,NSW,12-01-19,0.271920251,0.986399949,-0.199999988,0.143488285,0.020588888
Jan_09,NSW,01-01-20,0.289264513,0.988799989,-0.199999988,0.161298276,0.026017134
Jan_09,NSW,02-01-20,0.341908717,1.076300025,-0.3565,0.197475765,0.038996678
Jan_09,NSW,03-01-20,0.420350815,1.093799949,-0.383399993,0.222418961,0.049470194
Jan_09,NSW,04-01-20,0.473149622,0.987399995,-0.199999988,0.219312319,0.048097893
Jan_09,NSW,05-01-20,0.495219126,1.034199953,-0.475599974,0.209962597,0.044084292
Jan_09,NSW,06-01-20,0.521295434,0.991849959,-0.199999988,0.213039073,0.045385647
Jan_09,NSW,07-01-20,0.535514576,0.984599948,-0.199999988,0.228148828,0.052051888
Jan_09,NSW,08-01-20,0.538258852,0.967700005,-0.199999988,0.223635851,0.050012994
Jan_09,NSW,09-01-20,0.504632419,0.979699969,-0.199999988,0.222170778,0.049359855
Jan_09,NSW,10-01-20,0.446502491,0.989299953,-0.199599996,0.20641001,0.042605092
Jan_09,NSW,11-01-20,0.3881529512197816,1.0011386318574087,-0.2238575219932986,0.1565014690919583,0.026323696753785
Jan_09,NSW,12-01-20,0.3881529512197816,1.0011386318574087,-0.2238575219932986,0.1565014690919583,0.026323696753785
Jan_09,NT,01-01-05,0.300478332,0.998599946,-0.199999988,0.152620601,0.023293048
Jan_09,NT,02-01-05,0.308120258,0.994799972,-0.199999988,0.164542083,0.027074097
Jan_09,NT,03-01-05,0.301442121,0.985300004,-0.199999988,0.159997075,0.025599064
Jan_09,NT,04-01-05,0.285698365,0.992399991,-0.199999988,0.144754148,0.020953763
Jan_09,NT,05-01-05,0.266351206,0.980499983,-0.199999988,0.124131766,0.015408695
Jan_09,NT,06-01-05,0.258240477,0.994099975,-0.199999988,0.111426787,0.012415929
Jan_09,NT,07-01-05,0.251138602,0.996399999,-0.199999988,0.09829559,0.009662023
Jan_09,NT,08-01-05,0.238232136,0.992199957,-0.199999988,0.084666621,0.007168437
Jan_09,NT,09-01-05,0.230683713,0.991699994,-0.199999988,0.078560546,0.006171759
Jan_09,NT,10-01-05,0.243869604,0.985099971,-0.199999988,0.083054664,0.006898077
Jan_09,NT,11-01-05,0.262154063,0.994199991,-0.199999988,0.11137661,0.012404749
Jan_09,NT,12-01-05,0.28568239,0.964999974,-0.199999988,0.126036821,0.01588528
Jan_09,NT,01-01-06,0.274214464,0.998399973,-0.199999988,0.122335244,0.014965912
Jan_09,NT,02-01-06,0.351745652,0.970999956,-0.199999988,0.159494627,0.025438536
Jan_09,NT,03-01-06,0.336141668,0.979299963,-0.199999988,0.138802788,0.019266214
Jan_09,NT,04-01-06,0.357138607,0.997699976,-0.199999988,0.157805637,0.024902619
Jan_09,NT,05-01-06,0.346621145,0.971199989,-0.199999988,0.144770048,0.020958367
Jan_09,NT,06-01-06,0.320888319,0.983199954,-0.199999988,0.127690558,0.016304879
Jan_09,NT,07-01-06,0.300528119,0.979900002,-0.199999988,0.11376221,0.01294184
Jan_09,NT,08-01-06,0.273765122,0.976899981,-0.199999988,0.098251803,0.009653417
Jan_09,NT,09-01-06,0.253437112,0.976399958,-0.199999988,0.08771142,0.007693293
Jan_09,NT,10-01-06,0.246683521,0.995700002,-0.199999988,0.088436945,0.007821093
Jan_09,NT,11-01-06,0.246842707,0.994199991,-0.199999988,0.094139092,0.008862169
Jan_09,NT,12-01-06,0.254474751,0.987499952,-0.199999988,0.107620921,0.011582263
Jan_09,NT,01-01-07,0.335296484,0.998299956,-0.199999988,0.148401984,0.022023149
Jan_09,NT,02-01-07,0.342593418,0.992899954,-0.199999988,0.148658412,0.022099323
Jan_09,NT,03-01-07,0.349489652,0.991699994,-0.199999988,0.15219493,0.023163297
Jan_09,NT,04-01-07,0.340677323,0.995700002,-0.199999988,0.134717769,0.018148877
Jan_09,NT,05-01-07,0.322588442,0.988899946,-0.199999988,0.122232213,0.014940714
Jan_09,NT,06-01-07,0.306031492,0.997699976,-0.199999988,0.113803919,0.012951332
Jan_09,NT,07-01-07,0.282780896,0.969299972,-0.199999988,0.098939227,0.009788971
Jan_09,NT,08-01-07,0.26154999,0.996899962,-0.199999988,0.088854239,0.007895076
Jan_09,NT,09-01-07,0.24210571,0.992199957,-0.199999988,0.080270789,0.0064434
Jan_09,NT,10-01-07,0.237504239,0.980149984,-0.199999988,0.08873636,0.007874142
Jan_09,NT,11-01-07,0.247939654,0.993900001,-0.199999988,0.106433119,0.011328009
Jan_09,NT,12-01-07,0.279110114,0.992599964,-0.199999988,0.126430549,0.015984684
Jan_09,NT,01-01-08,0.300449043,0.99939996,-0.199999988,0.161093815,0.025951217
Jan_09,NT,02-01-08,0.312123549,0.993699968,-0.199999988,0.159583235,0.025466809
Jan_09,NT,03-01-08,0.318495155,0.99909997,-0.199999988,0.170974811,0.029232386
Jan_09,NT,04-01-08,0.292541918,0.98969996,-0.199999988,0.149530182,0.022359275
Jan_09,NT,05-01-08,0.273522327,0.994899988,-0.199999988,0.130560188,0.017045963
Jan_09,NT,06-01-08,0.268626573,0.988999963,-0.199999988,0.118560575,0.01405661
Jan_09,NT,07-01-08,0.25378365,0.970099986,-0.199999988,0.10636606,0.011313739
Jan_09,NT,08-01-08,0.236369353,0.977799952,-0.199999988,0.092402316,0.008538188
Jan_09,NT,09-01-08,0.228306464,0.994699955,-0.199999988,0.087207328,0.007605118
Jan_09,NT,10-01-08,0.223265026,0.965499997,-0.199999988,0.090565605,0.008202129
Jan_09,NT,11-01-08,0.235483124,0.996199965,-0.199999988,0.099135829,0.009827913
Jan_09,NT,12-01-08,0.292250174,0.97299999,-0.265899986,0.129531741,0.016778472
Jan_09,NT,01-01-09,0.317461638,1.047799945,-0.290800005,0.150382846,0.022615
Jan_09,NT,02-01-09,0.34673408,1.067000031,-0.259599984,0.158445081,0.025104844
Jan_09,NT,03-01-09,0.332862542,1.100600004,-0.289499998,0.161156768,0.025971504
Jan_09,NT,04-01-09,0.309264171,1.043900013,-0.261900008,0.14530833,0.021114511
Jan_09,NT,05-01-09,0.293722152,1.075899959,-0.294999987,0.128334622,0.016469775
Jan_09,NT,06-01-09,0.282235571,1.121799946,-0.330599993,0.117595087,0.013828604
Jan_09,NT,07-01-09,0.26508302,1.032400012,-0.315099984,0.106790007,0.011404106
Jan_09,NT,08-01-09,0.249383445,1.097000003,-0.306999981,0.096849201,0.009379768
Jan_09,NT,09-01-09,0.23664578,1.048099995,-0.300799996,0.089275464,0.007970108
Jan_09,NT,10-01-09,0.229360986,0.988999963,-0.282499999,0.088986763,0.007918644
Jan_09,NT,11-01-09,0.228871306,1.112699986,-0.310299993,0.096493146,0.009310927
Jan_09,NT,12-01-09,0.26126345,1.091899991,-0.244899988,0.115992652,0.013454295
Jan_09,NT,01-01-10,0.31729386,1.075299978,-0.260399997,0.148332617,0.022002565
Jan_09,NT,02-01-10,0.341052389,1.010900021,-0.315200001,0.159863435,0.025556318
Jan_09,NT,03-01-10,0.362741531,1.13169992,-0.258300006,0.149856233,0.02245689
Jan_09,NT,04-01-10,0.360420308,1.003600001,-0.302699983,0.130181359,0.016947186
Jan_09,NT,05-01-10,0.353533052,0.993699968,-0.270599991,0.124785997,0.015571545
Jan_09,NT,06-01-10,0.334755626,0.990999997,-0.251699984,0.114324792,0.013070158
Jan_09,NT,07-01-10,0.314116636,1.101499915,-0.269999981,0.103263414,0.010663333
Jan_09,NT,08-01-10,0.296418632,0.994099975,-0.300799996,0.092560642,0.008567473
Jan_09,NT,09-01-10,0.29332167,0.977499962,-0.242499992,0.091066335,0.008293077
Jan_09,NT,10-01-10,0.299980275,1.096599936,-0.263699979,0.105440985,0.011117801
Jan_09,NT,11-01-10,0.306870566,1.182899952,-0.288699985,0.118401861,0.014019001
Jan_09,NT,12-01-10,0.330065858,1.009799957,-0.252599984,0.118246081,0.013982136
Jan_09,NT,01-01-11,0.373387858,1.032099962,-0.282700002,0.145309,0.021114705
Jan_09,NT,02-01-11,0.36513789,1.044099927,-0.256899983,0.117977272,0.013918637
Jan_09,NT,03-01-11,0.387363256,0.996399999,-0.247499987,0.118460257,0.014032832
Jan_09,NT,04-01-11,0.407749048,1.085600019,-0.31279999,0.126908047,0.016105652
Jan_09,NT,05-01-11,0.376235784,0.99879998,-0.278999984,0.113906508,0.012974693
Jan_09,NT,06-01-11,0.34952834,1.078400016,-0.304199994,0.104971425,0.011019
Jan_09,NT,07-01-11,0.326149417,1.021099925,-0.296799988,0.097556144,0.009517201
Jan_09,NT,08-01-11,0.300285038,0.981399953,-0.199999988,0.087197981,0.007603488
Jan_09,NT,09-01-11,0.27929462,1.069899917,-0.274199992,0.086203814,0.007431098
Jan_09,NT,10-01-11,0.275606378,1.039099932,-0.262099981,0.107809159,0.011622815
Jan_09,NT,11-01-11,0.307829821,0.998399973,-0.279300004,0.131689841,0.017342214
Jan_09,NT,12-01-11,0.336087188,1.099900007,-0.307399988,0.144749895,0.020952532
Jan_09,NT,01-01-12,0.30609233,1.005699992,-0.280999988,0.128628149,0.016545201
Jan_09,NT,02-01-12,0.326732665,1.054700017,-0.30429998,0.150855491,0.022757379
Jan_09,NT,03-01-12,0.367088769,1.051800013,-0.245099992,0.143629451,0.020629419
Jan_09,NT,04-01-12,0.364222784,1.056900024,-0.32249999,0.143368757,0.0205546
Jan_09,NT,05-01-12,0.333709707,0.991599977,-0.263599992,0.12704655,0.016140826
Jan_09,NT,06-01-12,0.309321629,1.094200015,-0.287599981,0.115431969,0.01332454
Jan_09,NT,07-01-12,0.284419655,1.039099932,-0.305599988,0.103313396,0.010673658
Jan_09,NT,08-01-12,0.26321648,1.120299935,-0.285899997,0.092373973,0.008532951
Jan_09,NT,09-01-12,0.250376789,1.02489996,-0.264899999,0.085681129,0.007341256
Jan_09,NT,10-01-12,0.247141971,0.990499973,-0.283199996,0.092112387,0.008484692
Jan_09,NT,11-01-12,0.256004777,1.097599983,-0.275599986,0.105566226,0.011144228
Jan_09,NT,12-01-12,0.283931287,0.998299956,-0.309699982,0.126201426,0.0159268
Jan_09,NT,01-01-13,0.297872482,0.99879998,-0.199999988,0.142549592,0.020320386
Jan_09,NT,02-01-13,0.308893555,0.990499973,-0.199999988,0.151838173,0.023054831
Jan_09,NT,03-01-13,0.32321762,0.987499952,-0.199999988,0.158861186,0.025236876
Jan_09,NT,04-01-13,0.309663769,0.994999945,-0.199999988,0.150127967,0.022538406
Jan_09,NT,05-01-13,0.300291912,0.987099946,-0.199999988,0.135029026,0.018232838
Jan_09,NT,06-01-13,0.286197668,0.991699994,-0.199999988,0.120443631,0.014506668
Jan_09,NT,07-01-13,0.267221591,0.966600001,-0.199999988,0.105401468,0.011109469
Jan_09,NT,08-01-13,0.24679611,0.990099967,-0.199999988,0.090577585,0.008204299
Jan_09,NT,09-01-13,0.234322968,0.979900002,-0.199999988,0.085382236,0.007290126
